"timestamps","value","anomaly","changepoint","trend","noise","seasonality1","seasonality2","seasonality3"
1416880800,-433.02357834361,0,0,-135,39.7041713948654,-342.25323957561,-243.179933382671,247.705423219805
1416884400,-515.152121743424,0,0,-138,-30.2346505237226,-395.2,-198.555584157182,246.838112937481
1416888000,-378.43537634464,0,0,-141,-0.407714003350866,-342.253239575611,-140.4,245.625577234322
1416891600,-181.369881741242,0,0,-144,-11.1630058276024,-197.6,-72.6763878647879,244.069511951149
1416895200,153.374576414529,0,0,-147,58.2024830285647,-3.87184332018427e-13,-1.37552328480231e-13,242.172093385965
1416898800,293.307585175646,0,0,-150,-66.9047779393462,197.599999999999,72.6763878647876,239.935975250205
1416902400,585.785835067177,0,0,-153,18.7683105342894,342.253239575611,140.4,237.364284957277
1416906000,739.534763380735,0,0,-156,67.3185599749546,395.2,198.555584157182,234.460619248599
1416909600,647.253734061363,0,0,-159,-10.4084780601379,342.25323957561,243.17993338267,231.22903916322
1416913200,525.529955520584,0,0,-162,-8.97608085948855,197.6,271.23197202197,227.674064358102
1416916800,299.468245989235,0,0,-165,-40.1324207977269,4.35582373520731e-13,280.8,223.800666786961
1416920400,124.028144054693,0,0,-168,-1.21809171382185,-197.600000000001,271.23197202197,219.614263746545
1416924000,-65.7569057155435,0,0,-171,-10.8043098226589,-342.25323957561,243.179933382671,215.120710300055
1416927600,-115.039135486734,0,0,-174,45.2789892677771,-395.2,198.555584157183,210.326291088306
1416931200,-159.867002153332,0,0,-177,13.7485258821854,-342.25323957561,140.4,205.237711540093
1416934800,-56.8728561730678,0,0,-180,48.188667468104,-197.6,72.6763878647879,199.86208849404
1416938400,11.6114102339249,0,0,-183,0.404469988867539,-1.88801286088499e-12,6.70741411103879e-13,194.206940245059
1416942000,188.350563622804,0,0,-186,61.1467754582616,197.599999999999,-72.6763878647876,188.280176029331
1416945600,207.389654764772,0,0,-189,12.4463302266335,342.25323957561,-140.4,182.090084962529
1416949200,176.65613459296,0,0,-192,-3.63360569659616,395.2,-198.555584157183,175.645324446738
1416952800,-21.8975128070571,0,0,-195,-94.9257270622942,342.253239575611,-243.17993338267,168.954908062296
1416956400,-79.5835858795852,0,0,-198,30.0201931808996,197.6,-271.23197202197,162.028192961485
1416960000,-290.149174712517,0,0,-201,36.7759585057742,-8.71653989336621e-13,-280.8,154.874866781709
1416963600,-547.226129169016,0,0,-204,-21.899091243504,-197.599999999999,-271.23197202197,147.504934096458
1416967200,-649.539032487797,0,0,-207,2.9654380474804,-342.25323957561,-243.17993338267,139.928702423004
1416970800,-616.80831697384,0,0,-210,54.7904993769328,-395.2,-198.555584157183,132.15676780641
1416974400,-554.665870604889,0,0,-213,16.7873689707211,-342.25323957561,-140.4,124.2
1416978000,-312.437839249342,0,0,-216,57.7690213524157,-197.599999999999,-72.6763878647875,116.069527263029
1416981600,-47.0793853877764,0,0,-219,64.1438938154229,-5.80776498027641e-13,-2.06328492720346e-13,107.776720796801
1416985200,181.507261602069,0,0,-222,33.8976948962598,197.599999999998,72.6763878647871,99.3331788410238
1416988800,344.034129848124,0,0,-225,-4.36982018009757,342.25323957561,140.4,90.7507104526125
1416992400,502.551223302852,0,0,-228,54.754320156006,395.2,198.555584157183,82.0413189896635
1416996000,457.165876808029,0,0,-231,29.5155185260796,342.253239575611,243.17993338267,73.2171853236687
1416999600,295.603618658939,0,0,-234,-3.51900416649825,197.6,271.23197202197,64.2906508034662
1417003200,103.254282471627,0,0,-237,4.18008247687684,2.0332069853919e-12,280.8,55.2741999947485
1417006800,-105.734590714645,0,0,-240,14.4529940441153,-197.599999999999,271.23197202197,46.180443219268
1417010400,-267.821514743508,0,0,-243,37.22969253127,-342.25323957561,243.17993338267,37.0220989181618
1417014000,-387.122935787319,0,0,-246,27.7095041914368,-395.2,198.555584157183,27.8119758640617
1417017600,-396.938844371279,0,0,-249,35.3514399574643,-342.253239575612,140.400000000001,18.5629552468679
1417021200,-398.968185081129,0,0,-252,-31.3325456041567,-197.599999999999,72.6763878647875,9.28797265823924
1417024800,-337.746897922082,0,0,-255,-82.7468979220817,-6.77572581032248e-13,2.40716574840404e-13,3.04202264908203e-14
1417028400,-155.935827696688,0,0,-258,-13.5714671736613,197.6,-72.676387864788,-9.28797265823929
1417032000,-85.7150966008558,0,0,-261,-8.00538092959805,342.25323957561,-140.4,-18.5629552468677
1417035600,-83.0663547326556,0,0,-264,12.1012052885879,395.2,-198.555584157182,-27.8119758640616
1417039200,-259.696804990754,0,0,-267,-54.7480122655333,342.253239575611,-243.17993338267,-37.0220989181616
1417042800,-452.291975246057,0,0,-270,-62.4795600048194,197.6,-271.23197202197,-46.180443219268
1417046400,-531.8551742031,0,0,-273,77.2190257916497,-6.78061823327407e-13,-280.8,-55.2741999947485
1417050000,-770.929947894301,0,0,-276,38.1926749311349,-197.599999999999,-271.23197202197,-64.2906508034662
1417053600,-942.608038762677,0,0,-279,-4.95768048072901,-342.253239575609,-243.179933382671,-73.2171853236685
1417057200,-965.152225297051,0,0,-282,-7.35532215020485,-395.2,-198.555584157183,-82.0413189896634
1417060800,-832.720113389602,0,0,-285,25.6838366386211,-342.25323957561,-140.4,-90.7507104526125
1417064400,-652.254083687687,0,0,-288,5.35548301812358,-197.599999999999,-72.6763878647875,-99.3331788410237
1417068000,-405.480926433731,0,0,-291,-6.70420563692837,-7.74368664036854e-13,-2.75104656960461e-13,-107.776720796801
1417071600,-172.841517474418,0,0,-294,-33.048378076174,197.599999999998,72.676387864787,-116.069527263029
1417075200,85.6432653747314,0,0,-297,24.1900257991221,342.25323957561,140.4,-124.2
1417078800,156.647779082207,0,0,-300,-4.95103726856609,395.2,198.555584157183,-132.15676780641
1417082400,144.264508242149,0,0,-303,1.76003770687236,342.25323957561,243.179933382671,-139.928702423004
1417086000,46.7690384151428,0,0,-306,31.4420004896297,197.600000000001,271.23197202197,-147.504934096458
1417089600,-194.139649706856,0,0,-309,-11.0647829251488,2.22679915140112e-12,280.8,-154.874866781709
1417093200,-358.058981432159,0,0,-312,42.3372395073549,-197.599999999999,271.23197202197,-162.028192961485
1417096800,-593.578180620003,0,0,-315,-10.5499663647665,-342.25323957561,243.17993338267,-168.954908062296
1417100400,-667.480895777276,0,0,-318,22.8088445122799,-395.2,198.555584157182,-175.645324446738
1417104000,-653.125705462081,0,0,-321,51.8176190760578,-342.25323957561,140.4,-182.090084962529
1417107600,-672.799814244731,0,0,-324,-35.5960260801875,-197.600000000002,72.6763878647885,-188.280176029331
1417111200,-475.437379000368,0,0,-327,45.7695612446911,-8.71164747041461e-13,3.09492739080519e-13,-194.206940245059
1417114800,-392.83616558771,0,0,-330,12.1023107711195,197.599999999998,-72.676387864787,-199.86208849404
1417118400,-274.083587283342,0,0,-333,62.3008846811402,342.253239575611,-140.4,-205.237711540093
1417122000,-381.35594715577,0,0,-336,-31.6740719102821,395.2,-198.555584157182,-210.326291088306
1417125600,-437.913233760275,0,0,-339,17.1341703468385,342.253239575611,-243.17993338267,-215.120710300054
1417129200,-568.568795349622,0,0,-342,66.6774404188929,197.600000000001,-271.23197202197,-219.614263746545
1417132800,-765.988222157471,0,0,-345,83.6124446294877,2.32359523440572e-12,-280.8,-223.800666786961
1417136400,-1006.20476224112,0,0,-348,38.3012741389523,-197.600000000001,-271.23197202197,-227.674064358102
1417140000,-1182.03568870791,0,0,-351,-14.3734765864125,-342.25323957561,-243.17993338267,-231.22903916322
1417143600,-1129.95454121826,0,0,-354,52.2616621875245,-395.2,-198.555584157183,-234.460619248598
1417147200,-1044.61348560513,0,0,-357,32.4040389277576,-342.25323957561,-140.4,-237.364284957277
1417150800,-839.317486938031,0,0,-360,30.8948761769639,-197.600000000002,-72.6763878647886,-239.935975250205
1417154400,-697.705135506693,0,0,-363,-92.5330421207228,-3.77602572176998e-12,-1.34148282220776e-12,-242.172093385965
1417158000,-362.784538238513,0,0,-366,-22.9914141521524,197.6,72.6763878647879,-244.069511951149
1417161600,-96.1419276499645,0,0,-369,35.8304100087484,342.253239575609,140.4,-245.625577234322
1417165200,-67.0017266458684,0,0,-372,-41.9191978655688,395.2,198.555584157182,-246.838112937481
1417168800,-18.9501977638054,0,0,-375,18.3220524977186,342.253239575611,243.17993338267,-247.705423219805
1417172400,-172.68323466622,0,0,-378,-15.2889116187524,197.600000000001,271.23197202197,-248.226295069438
1417176000,-326.22848685538,0,0,-381,22.3715131446208,-3.87673574313587e-13,280.8,-248.4
1417179600,-524.889153944663,0,0,-384,33.705169102806,-197.600000000001,271.23197202197,-248.226295069438
1417183200,-841.229818136131,0,0,-387,-107.451088723388,-342.253239575609,243.179933382671,-247.705423219805
1417186800,-885.063054120632,0,0,-390,-51.5805253403333,-395.2,198.555584157183,-246.838112937481
1417190400,-830.274159623709,0,0,-393,10.2046571862233,-342.253239575611,140.4,-245.625577234322
1417194000,-793.625646226342,0,0,-396,-28.6325221399811,-197.6,72.6763878647876,-244.069511951149
1417197600,-662.084902513309,0,0,-399,-20.9128091273449,1.74330797867324e-12,-6.19333097686546e-13,-242.172093385965
1417201200,-499.126108529612,0,0,-402,17.8862545853822,197.599999999998,-72.6763878647869,-239.935975250205
1417204800,-462.074880243254,0,0,-405,-21.5638348615866,342.253239575609,-140.4,-237.364284957277
1417208400,-375.599492648943,0,0,-408,70.2167107568375,395.2,-198.555584157182,-234.460619248599
1417212000,-542.474041955699,0,0,-411,0.681691014582316,342.25323957561,-243.179933382671,-231.22903916322
1417215600,-690.466492772474,0,0,-414,24.8395436075999,197.599999999998,-271.231972021971,-227.674064358102
1417219200,-911.105467427621,0,0,-417,10.4951993593379,2.51718740041494e-12,-280.8,-223.800666786961
1417222800,-1118.34862374036,0,0,-420,-9.9023879718489,-197.599999999999,-271.231972021971,-219.614263746545
1417226400,-1260.01755074077,0,0,-423,-36.4636674824333,-342.25323957561,-243.17993338267,-215.120710300055
1417230000,-1242.78281282492,0,0,-426,-12.7009375794266,-395.2,-198.555584157184,-210.326291088306
1417233600,-1120.13949043109,0,0,-429,-3.24853931539222,-342.253239575609,-140.399999999999,-205.237711540093
1417237200,-895.536872992026,0,0,-432,6.60160336680524,-197.600000000002,-72.6763878647886,-199.86208849404
1417240800,-663.498885990097,0,0,-435,-34.2919457450368,-1.16155299605528e-12,-4.12656985440692e-13,-194.206940245059
1417244400,-335.537555679497,0,0,-438,20.4662324850459,197.6,72.6763878647878,-188.280176029331
1417248000,-80.1181418959922,0,0,-441,60.3187034909301,342.253239575608,140.399999999999,-182.090084962529
1417251600,-135.661154284551,0,0,-444,-109.771413994996,395.2,198.555584157183,-175.645324446738
1417255200,-37.9946478084459,0,0,-447,-7.47291270443087,342.253239575611,243.17993338267,-168.954908062296
1417258800,-139.854979453351,0,0,-450,3.34124148616328,197.600000000001,271.23197202197,-162.028192961485
1417262400,-381.324579717101,0,0,-453,-54.2497129353916,-1.94081408304373e-13,280.8,-154.874866781709
1417266000,-474.707592101137,0,0,-456,55.1653699733464,-197.599999999996,271.231972021971,-147.504934096458
1417269600,-714.643553039796,0,0,-459,-16.641544423854,-342.253239575609,243.179933382671,-139.928702423004
1417273200,-742.682551805188,0,0,-462,48.1186318440388,-395.2,198.555584157183,-132.15676780641
1417276800,-834.815597179745,0,0,-465,-43.7623576041345,-342.253239575611,140.4,-124.2
1417280400,-669.40454766344,0,0,-468,39.5885917348009,-197.6,72.6763878647877,-116.069527263029
1417284000,-551.259766122369,0,0,-471,27.516954674435,-4.06641397078381e-12,1.44464706856793e-12,-107.776720796801
1417287600,-505.713596552318,0,0,-474,-57.3040298465047,197.599999999997,-72.6763878647868,-99.3331788410238
1417291200,-362.888212509571,0,0,-477,3.00925836743123,342.253239575609,-140.399999999999,-90.7507104526125
1417294800,-290.64262603335,0,0,-480,74.7542771134964,395.2,-198.555584157182,-82.0413189896636
1417298400,-417.975672094225,0,0,-483,39.1682070365044,342.25323957561,-243.17993338267,-73.2171853236687
1417302000,-603.3928673732,0,0,-486,20.5297554522329,197.600000000003,-271.23197202197,-64.2906508034661
1417305600,-817.16995847193,0,0,-489,7.90424152281579,2.71077956642415e-12,-280.8,-55.2741999947486
1417309200,-970.062503603625,0,0,-492,36.9499116376124,-197.599999999999,-271.231972021971,-46.1804432192681
1417312800,-1092.9995526066,0,0,-495,24.4557192698369,-342.253239575607,-243.179933382671,-37.0220989181619
1417316400,-1172.29306908689,0,0,-498,-52.7255090656425,-395.2,-198.555584157184,-27.8119758640619
1417320000,-964.279990736111,0,0,-501,37.9362040863655,-342.253239575609,-140.399999999999,-18.5629552468677
1417323600,-803.308751583079,0,0,-504,-19.7443910600555,-197.599999999997,-72.6763878647868,-9.28797265823927
1417327200,-485.927618799477,0,0,-507,21.0723812005252,-1.3551451620645e-12,-4.81433149680808e-13,-6.08404529816405e-14
1417330800,-275.605452734166,0,0,-510,-45.1698132571934,197.6,72.6763878647878,9.28797265823937
1417334400,-6.19763676383952,0,0,-513,5.58616841368171,342.253239575611,140.4,18.5629552468678
1417338000,94.6321284722079,0,0,-516,-10.9354315490355,395.2,198.555584157182,27.8119758640616
1417341600,167.814640356471,0,0,-519,64.3593684800279,342.253239575611,243.17993338267,37.0220989181616
1417345200,1.77956079419951,0,0,-522,8.76714555296044,197.600000000001,271.23197202197,46.1804432192678
1417348800,-143.466717424475,0,0,-525,45.4590825807706,5.61564054115267e-12,280.8,55.2741999947484
1417352400,-329.069636571812,0,0,-528,61.0077406027474,-197.599999999996,271.231972021971,64.290650803466
1417356000,-485.96409586573,0,0,-531,70.8920250035392,-342.253239575609,243.179933382671,73.2171853236684
1417359600,-645.15039784698,0,0,-534,3.45269900617474,-395.2,198.555584157182,82.0413189896637
1417363200,-665.234660223293,0,0,-537,-17.1321311002952,-342.253239575611,140.4,90.7507104526126
1417366800,-553.345114655597,0,0,-540,12.2453186385917,-197.6,72.6763878647878,99.3331788410237
1417370400,-421.578260146599,0,0,-543,13.6450190565987,1.35612364665481e-12,-4.81780769206316e-13,107.776720796801
1417374000,-336.432184260301,0,0,-546,-31.4253236585397,197.599999999997,-72.6763878647868,116.069527263028
1417377600,-172.284251383807,0,0,-549,50.6625090405834,342.253239575609,-140.399999999999,124.2
1417381200,-227.969363156252,0,0,-552,-4.77054680547959,395.2,-198.555584157182,132.15676780641
1417384800,-296.979799607303,0,0,-555,19.0181917767496,342.253239575613,-243.179933382669,139.928702423004
1417388400,-465.405582961662,0,0,-558,18.721454963847,197.600000000004,-271.23197202197,147.504934096458
1417392000,-699.811319073832,0,0,-561,-12.8861858555441,2.90437173243336e-12,-280.8,154.874866781709
1417395600,-833.990192637004,0,0,-564,36.8135864234844,-197.600000000003,-271.23197202197,162.028192961485
1417399200,-954.144288812299,0,0,-567,29.3339760836849,-342.25323957561,-243.17993338267,168.954908062296
1417402800,-954.881306574816,0,0,-570,33.2289531356282,-395.2,-198.555584157182,175.645324446738
1417406400,-784.865814643637,0,0,-573,88.6973399694429,-342.253239575609,-140.399999999999,182.090084962529
1417410000,-677.576535022293,0,0,-576,-19.5803231868325,-197.600000000002,-72.6763878647888,188.280176029331
1417413600,-363.446876769699,0,0,-579,21.3461829852444,-1.54873732807371e-12,-5.50209313920923e-13,194.206940245059
1417417200,-170.194652422903,0,0,-582,-58.3331287817307,197.6,72.6763878647877,199.86208849404
1417420800,92.0856046026778,0,0,-585,-10.8053465130215,342.253239575608,140.399999999998,205.237711540093
1417424400,185.257594756598,0,0,-588,-30.8242804888891,395.2,198.555584157182,210.326291088306
1417428000,167.190814972794,0,0,-591,-42.3630682855421,342.253239575611,243.17993338267,215.120710300054
1417431600,103.8410201664,0,0,-594,9.39478439787959,197.600000000006,271.23197202197,219.614263746545
1417435200,-169.581866364908,0,0,-597,-77.1825331518695,1.93102923714054e-13,280.8,223.800666786961
1417438800,-389.857203909224,0,0,-600,-91.1632402892951,-197.600000000001,271.23197202197,227.674064358102
1417442400,-549.049840674678,0,0,-603,-78.2055736449568,-342.253239575611,243.17993338267,231.22903916322
1417446000,-1411.2131246393,1,0,-606,-11.9205411618751,-395.2,198.555584157183,234.460619248598
1417449600,-563.550687088552,0,0,-609,9.93826752978082,-342.253239575611,140.4,237.364284957277
1417453200,-531.008578760814,0,0,-612,-34.0209418758067,-197.6,72.6763878647878,239.935975250205
1417456800,-411.944106461698,0,0,-615,-39.1161998476597,-4.45359830280223e-12,1.58219939704816e-12,242.172093385965
1417460400,-286.259017570844,0,0,-618,-37.2521416572032,197.599999999997,-72.6763878647867,244.069511951149
1417464000,-197.05992887171,0,0,-621,-23.5387456816412,342.253239575609,-140.399999999999,245.625577234322
1417467600,-193.402601397735,0,0,-624,-12.8851301780358,395.2,-198.555584157181,246.838112937481
1417471200,-208.264353722991,0,0,-627,71.9569168642645,342.25323957561,-243.17993338267,247.705423219805
1417474800,-482.606280447955,0,0,-630,-27.2006034954215,197.599999999999,-271.231972021971,248.226295069438
1417478400,-660.755937540934,0,0,-633,4.64406245906848,-2.51816588500526e-12,-280.8,248.4
1417482000,-852.075644362597,0,0,-636,4.53003258993411,-197.599999999998,-271.231972021971,248.226295069438
1417485600,-976.397896797223,0,0,-639,0.329852941252366,-342.25323957561,-243.179933382671,247.705423219805
1417489200,-983.566700374736,0,0,-642,5.35077084496484,-395.2,-198.555584157182,246.838112937481
1417492800,-859.520329350869,0,0,-645,22.5073329904225,-342.253239575612,-140.400000000001,245.625577234322
1417496400,-682.691548078726,0,0,-648,-8.48467216508314,-197.600000000003,-72.6763878647888,244.069511951149
1417500000,-434.462773614683,0,0,-651,-25.6348670006456,-1.74232949408292e-12,-6.18985478161038e-13,242.172093385965
1417503600,-143.008964528455,0,0,-654,0.778672356560167,197.599999999995,72.6763878647857,239.935975250205
1417507200,77.4858954321241,0,0,-657,14.4683708992406,342.253239575608,140.399999999998,237.364284957277
1417510800,178.327217718605,0,0,-660,10.111014312824,395.2,198.555584157183,234.460619248598
1417514400,106.815202589878,0,0,-663,-46.8470095316217,342.253239575609,243.179933382671,231.22903916322
1417518000,54.711502926026,0,0,-666,24.2054665459523,197.600000000001,271.23197202197,227.674064358102
1417521600,-211.815997554276,0,0,-669,-47.4166643412377,3.86695089723268e-13,280.8,223.800666786961
1417525200,-287.49452442533,0,0,-672,91.259239806155,-197.600000000001,271.23197202197,219.614263746545
1417528800,-538.052024391913,0,0,-675,20.9005715009698,-342.253239575608,243.179933382671,215.120710300055
1417532400,-655.168059704099,0,0,-678,9.15006505041168,-395.2,198.555584157183,210.326291088306
1417536000,-731.653937486164,0,0,-681,-54.0384094506468,-342.253239575611,140.4,205.237711540093
1417539600,-624.642971566993,0,0,-684,-15.5814479258186,-197.600000000005,72.6763878647898,199.86208849404
1417543200,-530.161653932071,0,0,-687,-37.3685941771271,-4.64719046881145e-12,1.65097556128828e-12,194.206940245059
1417546800,-336.201402454902,0,0,-690,40.5948093805575,197.599999999997,-72.6763878647866,188.280176029331
1417550400,-345.712479348583,0,0,-693,-36.6558038867223,342.253239575612,-140.400000000001,182.090084962529
1417554000,-391.446902436837,0,0,-696,-67.7366427263934,395.2,-198.555584157182,175.645324446738
1417557600,-396.635434657228,0,0,-699,34.3363510875356,342.25323957561,-243.17993338267,168.954908062296
1417561200,-596.548645391064,0,0,-702,17.0551336694224,197.599999999999,-271.23197202197,162.028192961485
1417564800,-800.285718665111,0,0,-705,30.6394145531764,3.29155606445179e-12,-280.8,154.874866781709
1417568400,-1001.69503326798,0,0,-708,27.6320046575327,-197.599999999998,-271.231972021971,147.504934096458
1417572000,-1162.2735506222,0,0,-711,-5.76908008692502,-342.25323957561,-243.179933382671,139.928702423004
1417575600,-1167.63374117848,0,0,-714,7.96507517229627,-395.2,-198.555584157184,132.15676780641
1417579200,-1079.05890260746,0,0,-717,-3.60566303184422,-342.253239575612,-140.400000000001,124.2
1417582800,-846.551196461775,0,0,-720,27.6556641399875,-197.600000000003,-72.6763878647889,116.069527263029
1417586400,-551.781519234862,0,0,-723,63.4417599683462,-7.55205144353997e-12,-2.68296564441551e-12,107.776720796802
1417590000,-302.247887504437,0,0,-726,54.1425457897522,197.599999999999,72.6763878647876,99.3331788410238
1417593600,-175.646434555878,0,0,-729,-20.0503845841011,342.25323957561,140.4,90.7507104526123
1417597200,-101.035455767931,0,0,-732,-44.8323589147771,395.2,198.555584157183,82.0413189896634
1417600800,-92.6317915646841,0,0,-735,-16.2821498466342,342.253239575612,243.17993338267,73.2171853236685
1417604400,-193.533775065883,0,0,-738,11.3436021086794,197.600000000002,271.23197202197,64.2906508034662
1417608000,-406.850413356303,0,0,-741,-1.92461335105777,6.19641703918031e-12,280.8,55.2741999947486
1417611600,-635.650345300657,0,0,-744,-11.4627605418951,-197.600000000001,271.23197202197,46.1804432192681
1417615200,-855.619962508395,0,0,-747,-46.5687552336197,-342.253239575608,243.179933382671,37.022098918162
1417618800,-850.336470064043,0,0,-750,68.4959699147105,-395.2,198.555584157185,27.811975864062
1417622400,-977.929181150579,0,0,-753,-41.6388968218368,-342.253239575611,140.4,18.5629552468682
1417626000,-826.359394012129,0,0,-756,45.2762454648412,-197.599999999995,72.676387864786,9.2879726582393
1417629600,-1542.96276000931,1,0,-759,47.1460268738955,7.75347148627173e-13,-2.75452276485969e-13,9.12606794724608e-14
1417633200,-695.883365814814,0,0,-762,-49.5190052917847,197.599999999997,-72.6763878647866,-9.28797265823912
1417636800,-563.83942055659,0,0,-765,17.8702951146671,342.253239575612,-140.400000000001,-18.5629552468675
1417640400,-1398.28085837652,1,0,-768,31.9954885279321,395.2,-198.555584157182,-27.8119758640618
1417644000,-755.476018708057,0,0,-771,-46.5272259828391,342.253239575613,-243.179933382669,-37.0220989181618
1417647600,-926.994959300557,0,0,-774,-33.182544059318,197.599999999999,-271.23197202197,-46.180443219268
1417651200,-1130.04404095146,0,0,-777,-16.9698409567185,3.485148230461e-12,-280.8,-55.2741999947484
1417654800,-1330.41290778335,0,0,-780,-17.2902849579176,-197.599999999993,-271.231972021971,-64.290650803466
1417658400,-1476.33317145829,0,0,-783,-34.6828131763437,-342.25323957561,-243.179933382671,-73.2171853236684
1417662000,-1517.17838642056,0,0,-786,-55.3814832737123,-395.2,-198.555584157184,-82.0413189896632
1417665600,-1330.25686400098,0,0,-789,32.1470860272459,-342.25323957561,-140.4,-90.7507104526126
1417669200,-1196.80849270641,0,0,-792,-35.1989260005978,-197.600000000003,-72.676387864789,-99.3331788410236
1417672800,-881.079424714489,0,0,-795,21.6972960823073,3.48661595734648e-12,1.23866619537309e-12,-107.776720796801
1417676400,-659.420755225575,0,0,-798,-15.6276158273329,197.599999999999,72.6763878647875,-116.069527263028
1417680000,-551.231978628727,0,0,-801,-108.685218204333,342.253239575607,140.399999999998,-124.2
1417683600,-273.428322999773,0,0,-804,68.9728606494532,395.2,198.555584157183,-132.156767806409
1417687200,-356.804654208451,0,0,-807,4.69087525627069,342.253239575612,243.17993338267,-139.928702423004
1417690800,-464.397020487597,0,0,-810,24.2759415868843,197.600000000007,271.23197202197,-147.504934096458
1417694400,-605.827638949267,0,0,-813,81.2472278324415,7.73879421741695e-13,280.8,-154.874866781709
1417698000,-942.045008385298,0,0,-816,-37.6487874457886,-197.599999999995,271.231972021971,-162.028192961485
1417701600,-1053.16008655412,0,0,-819,33.8681277011178,-342.253239575611,243.17993338267,-168.954908062297
1417705200,-1198.15964317133,0,0,-822,-3.86990288177879,-395.2,198.555584157183,-175.645324446738
